index,u0,u1,u2,u3,u4
30,0.132031089338399,0.0306090321799425,0.166329689934647,0.0210870614764769,0.0630357726246385
31,0.12276408917900801,0.0574684782205771,0.161501848204346,0.19270122409632803,-0.143165820773787
32,0.11537699069413199,-0.0563690633804635,0.0461287840535854,-0.0836813060748646,-0.0455804222012981
33,0.120774030527805,-0.0936824002648055,0.100453627047894,-0.13186799082896,-0.00538875339035775
34,0.12287870428444801,0.0411264102257587,-0.0832012074900298,0.00505520183443691,0.0882083820274578
35,0.11385545364983302,-0.0477211641855768,0.0688269385240625,-0.0931795677842391,0.00452503335316883
36,0.10696996783403,0.0646513092893684,0.156253834644678,-0.0547111434471645,0.19748999487514898
37,0.130749992242018,0.0369320964603657,0.10614253805735602,0.15788296256109302,0.00362835049075429
38,0.12134014029261801,-0.130769855932301,-0.0565213437954678,0.142596415926735,0.132030633688427
39,0.10403512956258901,-0.0959435322471716,-0.12091566118834698,0.0194072636074048,-0.00277718529317107
40,0.10282471629062499,0.0664623414817689,0.0772196065637445,0.0817156030504587,0.041495934102886003
41,0.128277789027686,-0.0563714636309783,0.0759942678904733,-0.0234592316953118,-0.0929990044418729
42,0.122573457059649,-0.19162720964715696,-0.14500643394976098,-0.0344313330899283,0.0748696130650921
43,0.110812982516864,-0.0558201909219725,0.144542771315421,-0.0183455741617012,-0.00678952289828205
44,0.10858674976703302,-0.0327700866885503,0.17169623399326298,-0.0303849361034613,-0.07098170966601801
45,0.113984314280934,0.21134631727843103,-0.100719880349693,0.0440073421363835,-0.12794128885619901
46,0.111477752389696,-0.0209260233234816,-0.0304489564436058,0.10922868630715199,-0.21865782250355703
47,0.118844200889688,-0.12159265783977401,-0.0767993244260751,-0.0805544900798563,-0.0439572148606706
48,0.0862433161629831,0.10525783517246,0.127040909703655,-0.0930566789440592,0.149233501565331
49,0.12387480114058198,0.00812779229360593,-0.0221418135811656,-0.0139596830572642,0.12428079436036
50,0.109818619631044,-0.0207096624287114,-0.0858517793721318,-0.0511508292990274,0.133163899345635
51,0.100627288244755,0.0517985000306875,0.15454137749960198,-0.12023365642307698,-0.0523611667788953
52,0.12162995408733199,-0.0985339778694864,0.123521470362632,-0.0688918783841478,0.11103020244474301
53,0.119904106606711,0.44702685176874296,-0.17766967623333105,-0.158129582052602,0.153258626444856
54,0.111573738477837,-0.0816848597304044,-0.119539296855985,-0.0434892701047852,0.019095764305576
55,0.133326615263625,-0.162599636409715,-0.10200862675040899,-0.167641790345172,-0.0723586301163326
56,0.111462706759605,-0.06731030497026501,0.271119003711687,-0.0500014894700598,0.11343535966649199
57,0.0916102667485386,0.00425748332984468,0.0172657861740155,0.0322617157883154,-0.0193464859378389
58,0.0850819908097461,0.21231836645969196,-0.0680725459225449,-0.230123463572594,0.142500468551025
59,0.12831902494919,-0.211165749237492,-0.13760287344088598,0.17917307071252103,0.234228262138039
60,0.110332353494301,0.0182203917143477,-0.0105294777791431,0.0910069051612477,0.138179244294971
61,0.10281759096574901,0.0157984236543025,0.143098936475269,-0.141183039306551,0.0191156086141959
62,0.11995708477495501,-0.00167982851156302,0.071120360583627,0.0805895705031076,0.054858597861056
63,0.12192196580571901,0.038268658787822,-0.013933853260026002,0.13266418245339098,-0.193454452272178
64,0.113892941699473,0.165434894606894,-0.0786005666234878,-0.0466343178809171,-0.23166151511288602
65,0.100832198909605,0.30836143058826504,-0.0944634289651057,-0.11425716764899699,0.14412676202766
66,0.106451428296039,-0.0457757874040084,-0.112778056473255,-0.10762026823320299,-0.0841847272240294
67,0.114636462094452,-0.0577322655043422,0.22164907598494601,0.0848893705165431,0.16374006490900303
68,0.127052310284948,-0.124044718947158,-0.0448577940106976,-0.0524846482273491,-0.0865115814806849
69,0.10407749355026599,-0.0039291538245466206,-0.0344404550245034,0.00491531671444901,-0.099774328095833
70,0.101748723425272,-0.0804825662058573,-0.0567792172281034,0.0053656429928617706,0.0515442070259705
71,0.11230743645181801,-0.0806103279870374,-0.0770267126706756,-0.0455684609969207,0.0581003924620552
72,0.11441920405546699,0.0366724210284924,0.179332535768492,0.0733370546008225,0.0820873854868244
73,0.12038925176641699,-0.122572412756813,-0.10608437829485501,0.22487391066233103,0.10254208870144801
74,0.105637963559557,-0.0139128271511301,-0.0163023829126532,0.26271560223298,0.0942068830168623
75,0.11656326846286802,-0.0142244045555148,0.0391973032021449,0.0445142393602339,0.0300567753247727
76,0.11334376352807,0.0385562418952409,0.0120709256885981,0.0931749378879177,0.01418891030669
77,0.12463620382388499,-0.0472747704840201,-0.111534509931871,0.0214157905562447,-0.0453500745045516
78,0.121584260578187,0.0763342079392584,0.169637543814028,0.200101877167253,-0.0946645091578018
79,0.10130994479830399,0.0167905008298595,0.246175094646386,-0.0464824792509543,-0.0615623477281381
80,0.12049798412426801,0.122733823103049,-0.0260891299606144,0.231863817657252,-0.273899915259656
